Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
triathlon-m720-mouse-wireless,Triathlon M720 Mouse (wireless),<p>Triathlon M720 Mouse (wireless) by Logitech for business and enterprise accessory needs.</p>,Logitech,,Mice & Pointing Devices,"b2b-catalog,market:china,mice-pointing-devices",TRUE,Title,Default Title,,shopify,0,deny,manual,30.08,TRUE,TRUE,,,,active
space-gray-wired-keyboard,Space Gray Wired Keyboard,<p>Space Gray Wired Keyboard by Macally for business and enterprise accessory needs.</p>,Macally,,Keyboards,"b2b-catalog,market:china,keyboards",TRUE,Title,Default Title,,shopify,0,deny,manual,190.27,TRUE,TRUE,,,,active
bluetooth-keyboard,Bluetooth Keyboard,"<p>A wireless keyboard is a computer keyboard that allows the user to communicate with computers, tablets, or laptops with the help of wireless technologies such as radio frequency (RF), WiFi, Bluetooth, or infrared (IR) technology.</p>",Microsoft,,Keyboards,"b2b-catalog,market:china,keyboards",TRUE,Title,Default Title,,shopify,0,deny,manual,190.27,TRUE,TRUE,,,,active
ergonomic-keyboard,Ergonomic Keyboard,"<p>Microsoft has designed and sold a variety of ergonomic keyboards for computers. The oldest is the Microsoft Natural Keyboard, released in 1994, the company's first computer keyboard. The newest models are the Sculpt Ergonomic Keyboard (2013), the Surface Ergonomic Keyboard (2016), and the Microsoft Ergonomic Keyboard (2019).</p>",Microsoft,,Keyboards,"b2b-catalog,market:china,keyboards",TRUE,Title,Default Title,,shopify,0,deny,manual,115.42,TRUE,TRUE,,,,active
sculpt-ergonomic-keyboard-for-business,Sculpt Ergonomic Keyboard for Business,<p>Sculpt Ergonomic Keyboard for Business by Microsoft for business and enterprise accessory needs.</p>,Microsoft,,Keyboards,"b2b-catalog,market:china,keyboards",TRUE,Title,Default Title,,shopify,0,deny,manual,115.42,TRUE,TRUE,,,,active
cat-6-ethernet-cable-7ft,"Cat 6 Ethernet Cable, 7ft","<p>Cat 6 Ethernet Cable, 7ft by Monoprice for business and enterprise accessory needs.</p>",Monoprice,,Cables,"b2b-catalog,market:china,cables",TRUE,Title,Default Title,,shopify,0,deny,manual,7.00,TRUE,TRUE,,,,active
enhanced-bass-noise-isolating-earbuds-headphones,Enhanced Bass Noise Isolating Earbuds Headphones,<p>Enhanced Bass Noise Isolating Earbuds Headphones by Monoprice for business and enterprise accessory needs.</p>,Monoprice,,Headsets & Audio,"b2b-catalog,market:china,headsets-audio",TRUE,Title,Default Title,,shopify,0,deny,manual,252.35,TRUE,TRUE,,,,active
lightning-to-usb-a-cable-3ft,"Lightning to USB-A Cable, 3ft","<p>Lightning to USB-A Cable, 3ft by Monoprice for business and enterprise accessory needs.</p>",Monoprice,,Cables,"b2b-catalog,market:china,cables",TRUE,Title,Default Title,,shopify,0,deny,manual,16.26,TRUE,TRUE,,,,active
smart-magnetic-wireless-bluetooth-earphones,Smart Magnetic Wireless Bluetooth Earphones,<p>Smart Magnetic Wireless Bluetooth Earphones by Monoprice for business and enterprise accessory needs.</p>,Monoprice,,Connectivity,"b2b-catalog,market:china,connectivity",TRUE,Title,Default Title,,shopify,0,deny,manual,29.56,TRUE,TRUE,,,,active
ultra-slim-hdmi-cable-6ft,"Ultra Slim HDMI Cable, 6ft","<p>Ultra Slim HDMI Cable, 6ft by Monoprice for business and enterprise accessory needs.</p>",Monoprice,,Cables,"b2b-catalog,market:china,cables",TRUE,Title,Default Title,,shopify,0,deny,manual,55.96,TRUE,TRUE,,,,active
usb-a-to-micro-usb-3ft,"USB-A to Micro-USB, 3ft","<p>USB-A to Micro-USB, 3ft by Monoprice for business and enterprise accessory needs.</p>",Monoprice,,Accessories,"b2b-catalog,market:china,accessories",TRUE,Title,Default Title,,shopify,0,deny,manual,7.00,TRUE,TRUE,,,,active
verve-hd-hybrid-wireless-anc-noise-cancelling-headphones,Verve HD Hybrid Wireless ANC Noise Cancelling Headphones,<p>Verve HD Hybrid Wireless ANC Noise Cancelling Headphones by Morpheus360 for business and enterprise accessory needs.</p>,Morpheus360,,Accessories,"b2b-catalog,market:china,accessories",TRUE,Title,Default Title,,shopify,0,deny,manual,252.35,TRUE,TRUE,,,,active
software-engineer-titles,Software Engineer titles,<p>Software Engineer titles by New Spec 15 for business and enterprise accessory needs.</p>,New Spec 15,,Accessories,"b2b-catalog,market:china,accessories",TRUE,Title,Default Title,,shopify,0,deny,manual,,TRUE,TRUE,,,,active
product,Product,<p>Product may refer to:</p>,Notes,,Accessories,"b2b-catalog,market:china,accessories",TRUE,Title,Default Title,,shopify,0,deny,manual,,TRUE,TRUE,,,,active
pau06-300mbps-wireless-n-usb-adapter-whigh-gain-antenna-24ghz,PAU06 300Mbps Wireless N USB Adapter - w/High Gain Antenna (2.4GHz),<p>PAU06 300Mbps Wireless N USB Adapter - w/High Gain Antenna (2.4GHz) by Panda Wireless for business and enterprise accessory needs.</p>,Panda Wireless,,Power & Adapters,"b2b-catalog,market:china,power-adapters",TRUE,Title,Default Title,,shopify,0,deny,manual,12.07,TRUE,TRUE,,,,active
32ft-thunderbolt-4-usb-c-cable,3.2ft Thunderbolt 4 (USB-C) Cable,<p>3.2ft Thunderbolt 4 (USB-C) Cable by Plugable for business and enterprise accessory needs.</p>,Plugable,,Cables,"b2b-catalog,market:china,cables",TRUE,Title,Default Title,,shopify,0,deny,manual,204.43,TRUE,TRUE,,,,active
acer-chromebook-plus-spin-714,Acer Chromebook Plus Spin 714,<p>Acer Chromebook Plus Spin 714 by Primary Spec for business and enterprise accessory needs.</p>,Primary Spec,,Accessories,"b2b-catalog,market:china,accessories",TRUE,Title,Default Title,,shopify,0,deny,manual,16100.00,TRUE,TRUE,,,,active
mstand-laptop-stand,mStand Laptop Stand,<p>mStand Laptop Stand by Rain Design for business and enterprise accessory needs.</p>,Rain Design,,Stands & Mounts,"b2b-catalog,market:china,stands-mounts",TRUE,Title,Default Title,,shopify,0,deny,manual,46.52,TRUE,TRUE,,,,active
acer-chromebook-plus-spin-714,Acer Chromebook Plus Spin 714,<p>Acer Chromebook Plus Spin 714 by Secondary Spec for business and enterprise accessory needs.</p>,Secondary Spec,,Accessories,"b2b-catalog,market:china,accessories",TRUE,Title,Default Title,,shopify,0,deny,manual,18030.00,TRUE,TRUE,,,,active
general-administrative-sales-marketing,General & Administrative Sales & Marketing,<p>General & Administrative Sales & Marketing by Standard 13 for business and enterprise accessory needs.</p>,Standard 13,,Accessories,"b2b-catalog,market:china,accessories",TRUE,Title,Default Title,,shopify,0,deny,manual,1231.12,TRUE,TRUE,,,,active
general-administrative-sales-marketing,General & Administrative Sales & Marketing,<p>General & Administrative Sales & Marketing by Standard 14 for business and enterprise accessory needs.</p>,Standard 14,,Accessories,"b2b-catalog,market:china,accessories",TRUE,Title,Default Title,,shopify,0,deny,manual,1759.12,TRUE,TRUE,,,,active
13in-macbook-air-m2m3-laptop-privacy-screen-removable-reversible-anti-glare-blue-light-filter-magnetic,"13in MacBook Air M2/M3 Laptop Privacy Screen, Removable / Reversible Anti-Glare Blue Light Filter, Magnetic","<p>13in MacBook Air M2/M3 Laptop Privacy Screen, Removable / Reversible Anti-Glare Blue Light Filter, Magnetic by Startech for business and enterprise accessory needs.</p>",Startech,,Privacy Screens,"b2b-catalog,market:china,privacy-screens",TRUE,Title,Default Title,,shopify,0,deny,manual,35.59,TRUE,TRUE,,,,active
cat-6-ethernet-cable-7ft,"Cat 6 Ethernet Cable, 7ft","<p>Cat 6 Ethernet Cable, 7ft by StarTech for business and enterprise accessory needs.</p>",StarTech,,Cables,"b2b-catalog,market:china,cables",TRUE,Title,Default Title,,shopify,0,deny,manual,3.50,TRUE,TRUE,,,,active
hi-speed-pcie-wrls-n-adapt,Hi-Speed PCIE WRLS-N Adapt,<p>Hi-Speed PCIE WRLS-N Adapt by StarTech for business and enterprise accessory needs.</p>,StarTech,,Accessories,"b2b-catalog,market:china,accessories",TRUE,Title,Default Title,,shopify,0,deny,manual,0.00,TRUE,TRUE,,,,active
lightning-to-usb-a-cable-3ft,"Lightning to USB-A Cable, 3ft","<p>Lightning to USB-A Cable, 3ft by StarTech for business and enterprise accessory needs.</p>",StarTech,,Cables,"b2b-catalog,market:china,cables",TRUE,Title,Default Title,,shopify,0,deny,manual,3.50,TRUE,TRUE,,,,active
secure-charging-cable-usb-a-to-usb-c,"Secure Charging Cable, USB-A to USB-C","<p>Secure Charging Cable, USB-A to USB-C by StarTech for business and enterprise accessory needs.</p>",StarTech,,Cables,"b2b-catalog,market:china,cables",TRUE,Title,Default Title,,shopify,0,deny,manual,3.50,TRUE,TRUE,,,,active
thunderbolt-3-dock-dual-monitor-4k-60hz-dp,Thunderbolt 3 Dock Dual Monitor 4K 60Hz DP,<p>Thunderbolt 3 Dock Dual Monitor 4K 60Hz DP by StarTech for business and enterprise accessory needs.</p>,StarTech,,Docks & Hubs,"b2b-catalog,market:china,docks-hubs",TRUE,Title,Default Title,,shopify,0,deny,manual,0.00,TRUE,TRUE,,,,active
usb-30-ac1200-wifi-adapter,USB 3.0 AC1200 WiFi adapter,<p>USB 3.0 AC1200 WiFi adapter by StarTech for business and enterprise accessory needs.</p>,StarTech,,Power & Adapters,"b2b-catalog,market:china,power-adapters",TRUE,Title,Default Title,,shopify,0,deny,manual,15.74,TRUE,TRUE,,,,active
usb-a-to-micro-usb-3ft,"USB-A to Micro-USB, 3ft","<p>USB-A to Micro-USB, 3ft by StarTech for business and enterprise accessory needs.</p>",StarTech,,Accessories,"b2b-catalog,market:china,accessories",TRUE,Title,Default Title,,shopify,0,deny,manual,5.07,TRUE,TRUE,,,,active
usb-c-to-displayport-cable-6-ft,USB-C to DisplayPort Cable (6-Ft),<p>USB-C to DisplayPort Cable (6-Ft) by StarTech for business and enterprise accessory needs.</p>,StarTech,,Cables,"b2b-catalog,market:china,cables",TRUE,Title,Default Title,,shopify,0,deny,manual,13.99,TRUE,TRUE,,,,active
wifi-6e-pcie-card,WiFi 6E PCIE Card,<p>WiFi 6E PCIE Card by StarTech for business and enterprise accessory needs.</p>,StarTech,,Networking,"b2b-catalog,market:china,networking",TRUE,Title,Default Title,,shopify,0,deny,manual,5.25,TRUE,TRUE,,,,active
usb-a-to-usb-c-adapter,USB-A to USB-C Adapter,<p>USB-A to USB-C Adapter by Syntech for business and enterprise accessory needs.</p>,Syntech,,Power & Adapters,"b2b-catalog,market:china,power-adapters",TRUE,Title,Default Title,,shopify,0,deny,manual,5.07,TRUE,TRUE,,,,active
magnetic-privacy-screen-for-macbook-pro-13,Magnetic Privacy Screen for MacBook Pro 13,<p>Magnetic Privacy Screen for MacBook Pro 13 by Targus for business and enterprise accessory needs.</p>,Targus,,Privacy Screens,"b2b-catalog,market:china,privacy-screens",TRUE,Title,Default Title,,shopify,0,deny,manual,35.59,TRUE,TRUE,,,,active
asus-chromebook-flip-cb5,ASUS Chromebook Flip CB5,<p>ASUS Chromebook Flip CB5 by Tertiary Spec for business and enterprise accessory needs.</p>,Tertiary Spec,,Accessories,"b2b-catalog,market:china,accessories",TRUE,Title,Default Title,,shopify,0,deny,manual,,TRUE,TRUE,,,,active
asus-chromebook-flip-cx34,ASUS Chromebook Flip CX34,<p>ASUS Chromebook Flip CX34 by Tertiary Spec for business and enterprise accessory needs.</p>,Tertiary Spec,,Accessories,"b2b-catalog,market:china,accessories",TRUE,Title,Default Title,,shopify,0,deny,manual,,TRUE,TRUE,,,,active
tripp-monitor-riser-metal-14x9in,Tripp Monitor Riser Metal 14x9in,<p>Tripp Monitor Riser Metal 14x9in by Tripp Lite for business and enterprise accessory needs.</p>,Tripp Lite,,Monitors & Display Accessories,"b2b-catalog,market:china,monitors-display-accessories",TRUE,Title,Default Title,,shopify,0,deny,manual,151.49,TRUE,TRUE,,,,active
usb-31-gen-2-usb-c-cable-3-ft,USB 3.1 Gen 2 USB-C Cable (3-Ft),<p>USB 3.1 Gen 2 USB-C Cable (3-Ft) by Tripp Lite for business and enterprise accessory needs.</p>,Tripp Lite,,Cables,"b2b-catalog,market:china,cables",TRUE,Title,Default Title,,shopify,0,deny,manual,71.24,TRUE,TRUE,,,,active
usb-32-gen-2-usb-c-cable-3-ft,USB 3.2 Gen 2 USB-C Cable (3-Ft),<p>USB 3.2 Gen 2 USB-C Cable (3-Ft) by Tripp Lite for business and enterprise accessory needs.</p>,Tripp Lite,,Cables,"b2b-catalog,market:china,cables",TRUE,Title,Default Title,,shopify,0,deny,manual,79.52,TRUE,TRUE,,,,active
usb-32-gen-2-usb-c-cable-6-ft,USB 3.2 Gen 2 USB-C Cable (6-Ft),<p>USB 3.2 Gen 2 USB-C Cable (6-Ft) by Tripp Lite for business and enterprise accessory needs.</p>,Tripp Lite,,Cables,"b2b-catalog,market:china,cables",TRUE,Title,Default Title,,shopify,0,deny,manual,202.64,TRUE,TRUE,,,,active
usb-a-to-usb-c-adapter,USB-A to USB-C Adapter,<p>USB-A to USB-C Adapter by Tripp Lite for business and enterprise accessory needs.</p>,Tripp Lite,,Power & Adapters,"b2b-catalog,market:china,power-adapters",TRUE,Title,Default Title,,shopify,0,deny,manual,61.78,TRUE,TRUE,,,,active
designer-software-engineer-quality-engineer-machine-learning-engineer-security-engineer-technical-producer-and-it-creative-assets-producer-by-title-all-titles-in-the-following-cost-centers-camera-platform-content-creation-3d-bitmoji-content-creation-exploration-content-creation-lenses-cp-business-operations-lenses-cp-business-operations-platform-platform-note-this-includes-managersdirectors-within-engineering,"Designer, Software Engineer, Quality Engineer, Machine Learning Engineer, Security Engineer, Technical Producer, and IT Creative Assets Producer by title All Titles in the following Cost Centers: - Camera Platform - Content Creation - 3D Bitmoji - Content Creation - Exploration - Content Creation - Lenses - CP - Business Operations - Lenses - CP Business Operations - Platform - Platform **Note - this includes Managers/Directors within Engineering**""","<p>Designer, Software Engineer, Quality Engineer, Machine Learning Engineer, Security Engineer, Technical Producer, and IT Creative Assets Producer by title All Titles in the following Cost Centers: - Camera Platform - Content Creation - 3D Bitmoji - Content Creation - Exploration - Content Creation - Lenses - CP - Business Operations - Lenses - CP Business Operations - Platform - Platform **Note - this includes Managers/Directors within Engineering**"" by Upgrade 16 for business and enterprise accessory needs.</p>",Upgrade 16,,Accessories,"b2b-catalog,market:china,accessories",TRUE,Title,Default Title,,shopify,0,deny,manual,4047.12,TRUE,TRUE,,,,active
yubikey-5-nfc,YubiKey 5 NFC,<p>YubiKey 5 NFC by Yubico for business and enterprise accessory needs.</p>,Yubico,,Accessories,"b2b-catalog,market:china,accessories",TRUE,Title,Default Title,,shopify,0,deny,manual,0.00,TRUE,TRUE,,,,active
yubikey-5-nfc-usb-a,YubiKey 5 NFC USB-A,<p>YubiKey 5 NFC USB-A by Yubico for business and enterprise accessory needs.</p>,Yubico,,Accessories,"b2b-catalog,market:china,accessories",TRUE,Title,Default Title,,shopify,0,deny,manual,0.00,TRUE,TRUE,,,,active
yubikey-5c-nano,YubiKey 5C Nano,<p>YubiKey 5C Nano by Yubico for business and enterprise accessory needs.</p>,Yubico,,Accessories,"b2b-catalog,market:china,accessories",TRUE,Title,Default Title,,shopify,0,deny,manual,0.00,TRUE,TRUE,,,,active
yubikey-5c-nfc,YubiKey 5C NFC,<p>YubiKey 5C NFC by Yubico for business and enterprise accessory needs.</p>,Yubico,,Accessories,"b2b-catalog,market:china,accessories",TRUE,Title,Default Title,,shopify,0,deny,manual,0.00,TRUE,TRUE,,,,active
